rok;miesiac;dzien;zmienna;kaliski miasto Kalisz (WP);kamiennogórski miasto Kamienna Góra (DŒ);kamieñski miasto Kamieñ Pomorski (ZP);kartuski miasto Kartuzy (PM);kazimierski miasto Kazimierza Wielka (ŒK);kêdzierzyñsko-kozielski miasto Kêdzierzyn-KoŸle (OP);kêpiñski miasto Kêpno (WP);kêtrzyñski miasto Kêtrzyn (WM);kielecki miasto Kielce (ŒK);kluczborski miasto Kluczbork (OP);k³obucki miasto K³obuck (ŒL);k³odzki miasto K³odzko (DŒ);kolbuszowski miasto Kolbuszowa (PK);kolneñski miasto Kolno (PL);kolski miasto Ko³o (WP);ko³obrzeski miasto Ko³obrzeg (ZP);konecki miasto Koñskie (ŒK);koniñski miasto Konin (WP);koszaliñski miasto Koszalin (ZP);koœciañski miasto Koœcian (WP);koœcierski miasto Koœcierzyna (PM);kozienicki miasto Kozienice (MZ);krakowski miasto Kraków (MP);krapkowicki miasto Krapkowice (OP);krasnostawski miasto Krasnystaw (LB);kraœnicki miasto Kraœnik (LB);kroœnieñski miasto Krosno (PK);kroœnieñski miasto Krosno Odrzañskie (LS);krotoszyñski miasto Krotoszyn (WP);kutnowski miasto Kutno (£D);kwidzyñski miasto Kwidzyn (PM)
2009;8;22;Zamówienia pó³produktów w kg;155.4029588731509;6265.096188006441;9807.657365716017;2855.005606595674;9362.597670220515;3855.1245202063446;2368.8392918092018;1873.9452593006645;5931.17109932499;3321.8676603835074;9147.776357253626;9523.390713547516;8488.092594808582;4321.7750104832685;2794.0504347858964;2667.4044891665703;2023.767291655656;2548.3883308617983;257.1254513060528;9520.639196614153;8489.554823033404;6495.4238020292905;5777.64877057186;5847.175126215472;6073.0103607969495;346.3844840405306;1075.3065931050942;9966.091444713755;8419.460047205737;3851.5982958514815;7034.069733549174
2009;0;5;Zamówienia pó³produktów w kg;2822.421243766086;5638.687755343192;4987.504188671756;5586.038156746464;7801.188728324355;6333.437937617297;1884.786879370185;6527.800736946574;6408.236856100479;3539.476805937739;9498.640864539599;9929.060954792836;2343.847325423318;5648.915054914164;2244.284063161359;765.1710215967056;3687.3846897230455;6835.024619930652;1703.0191289227591;591.7374500119321;6205.696219580702;5816.985165998582;1546.6211674143326;2914.2540355793476;298.83796909010886;8091.4374494456;1500.813556807461;7725.377097406602;9713.310589189648;8581.830859818207;4732.902239787631
2009;6;6;Sprzeda¿ w z³;2881.121955676147;614.2238845686809;5192.212511491441;1884.3394363115506;3129.2333941383254;7677.307837992732;5152.706679599584;5630.957983719931;8147.8894655630875;5387.576851452253;1856.9035885324924;9420.719672153555;8243.896851156087;2574.8905141596524;351.1024155863951;2040.1378690544202;4889.223501045952;1486.3622556125333;145.53693557124657;4111.374003664678;3726.9625982865164;8055.053281446335;5653.758693292142;8423.171720759323;884.4582062957662;5753.610071632957;517.3377468301987;4631.192580954819;3742.5783370450104;5082.719054280338;8708.02895611692
2010;2;9;Produkcja w szt.;4186.658597544971;1749.627799903094;8810.967802372023;3167.1872623120303;6071.003005764382;4108.947702975198;7650.799427740468;9973.728124246716;3119.570132501843;8913.509318035507;7732.824238975389;934.1454150564243;3542.7737359841926;7186.558369722047;6584.714403172096;7671.590320181955;9897.078470835055;6609.861301236527;2220.1646537226484;7431.572447291439;7286.958695174609;6620.590347587251;8209.943898886026;4308.989868006391;5277.653120631301;2775.4127255051985;5857.44892641841;3972.2554246357254;9566.380572175884;7418.225391947773;5585.997988943898
2008;6;22;Zamówienia pó³produktów w kg;3760.490973024889;8815.880269197565;886.960627490555;9216.275760482047;952.4675520881254;4040.0455483272012;5414.789100916698;2739.624799588609;944.710155549594;1551.4686657239774;3089.3734227210857;7556.503285496756;6571.1973256751735;1212.8058003130682;6267.208918334659;1885.4239710157071;2755.1440965300667;8493.960515034943;8881.821467333153;4211.165362776378;9467.451300241932;3114.7976768973017;8649.256700536685;5291.079664510667;7912.89359069454;9613.181437342611;265.7461003102357;4305.507140662917;758.5622428554406;518.5758251672612;2428.6590910160876
2006;4;3;Koszty w z³;4466.5526936635915;6773.272796547386;9933.424142628053;2879.5459856218076;6401.921560094092;9962.264464106665;3602.712359425636;4726.8908176796795;3217.6398400627204;9870.299402970693;9671.309904419793;7935.939307511879;3258.448798124641;3437.4663771331493;9683.744497535725;2688.677665503887;2832.3167721512164;6694.3631649862355;5824.16437365441;9282.292705591326;5629.065581551363;7275.731562534585;6629.828981449326;6459.653691126931;328.16921251192844;1079.4575714811417;101.6912852532459;2981.991239261267;8661.656072956974;1774.8562044355897;154.75419281440583
2008;5;26;Zamówienia pó³produktów w kg;4890.892522479347;6005.566338992421;5324.378217589622;756.4585643439736;7118.629482544951;6792.998570412233;9336.532759820682;1401.0456788401948;5417.249459969111;1463.4353875748595;3234.781681001887;1550.4998725612618;7568.480631565424;7023.613311270546;6967.797194334111;9982.010398944618;7628.225808008181;7228.532813648229;2401.2612750806215;2565.5297757862572;9346.47230482836;6019.18637017818;9237.953029090291;8671.686774463988;7631.15114777105;8079.627859728486;3981.325814023684;8479.100749772662;6914.889797131346;5609.145685249818;2154.059817999249
2005;2;9;Koszty w z³;8614.08953933881;4113.382927389967;1284.548626989599;6027.070527088951;6283.572951700264;2529.251945847069;1816.393903905057;7044.8511351661955;6773.606476095604;8814.761448531452;7588.429442703819;675.4294826837837;5101.476970925394;2797.3312397805826;5317.247512717984;8784.496492487333;786.300578487431;5173.192341961116;4189.662837431074;810.1227426232715;9265.888290699942;333.1466772782354;8391.146434067528;8920.981910692402;439.78300083319266;429.2604174927417;6714.1983386038155;1201.5488744949587;9092.188464449837;9354.66511607699;606.8232770488147
2007;5;24;Zamówienia pó³produktów w kg;5581.854576088903;2967.4119538112354;6815.892753653856;5565.610537202332;6444.160609333073;6545.974095411613;5361.815253438695;8947.595003289813;3654.586773822175;12.464337709514606;8331.806427965059;1250.3932953274532;8356.306355534694;4351.318617004135;135.1114666555131;9796.673093742183;8211.57357287397;7003.818221318836;8748.912458653082;8253.549606581968;7097.095825889156;4408.637394084694;5650.959679420131;1470.6718160828514;7979.994091115698;813.8755244847596;9263.145999317669;6979.963611532577;9100.39285698201;9250.77625116366;9283.036826240685
2007;7;17;Koszty w z³;7271.351484272645;7252.672369108012;2967.307408589134;3927.4096803812054;8982.289211453952;2863.2012125813067;3054.3256467209267;350.7291418113545;3640.7253892149506;3579.622756913369;1087.9662352709875;4231.447882764913;6132.183104882206;6559.655755933281;2083.2380790922844;5648.554864345792;5044.960036440529;506.4237021515949;3054.6423612283356;416.22588609731;7674.152392329017;3269.556528800007;6827.191929054848;8330.18620379766;3452.7373271647775;7553.9066439025855;2640.123094261694;3928.5784689106063;8539.510124040271;9645.852953596499;8621.722296467258
2007;4;24;Koszty w z³;7082.8648704150755;6204.1309287128;9251.688661356917;5082.953530008712;2843.225477738459;9672.608820692367;5572.865997565188;2852.2279491479;5544.44191460394;8448.926239513255;2940.165764572755;4748.328787656867;7115.834632529043;5226.054386762362;7236.669197700046;2258.07447263793;6299.857916418375;8585.995731893294;1719.8379090515314;5666.537296588371;6978.52749555229;2302.8518768998183;4073.3219526238963;6500.203470653579;3570.1312467819125;6952.459589627012;457.79313004514324;2372.677514933631;9205.756974635093;9735.877313286821;9482.25133974983
2010;5;27;Zamówienia pó³produktów w kg;5194.890736931962;5402.228648835333;4790.413038625644;279.1016747211117;5518.765323373272;3361.7647409647834;9672.083678771996;3462.392313722438;1255.8746857978854;6351.190282217356;3322.898469640465;1797.2612613285798;7718.391423893701;7772.910887793887;3830.7576308635093;167.77953067223183;4472.654891506528;5940.836738611093;2093.732592270893;6063.2880347838;1220.410726190405;4461.756292515426;58.529061584035034;1952.8048959489797;7466.225034482116;2767.4012150212934;548.0071584063306;2503.876501511589;2633.974395630895;3433.2489063669027;3743.985952779856
2009;3;1;Zamówienia pó³produktów w kg;551.7735079687369;7718.640401147299;9626.566217207454;376.74287388972607;5306.752951046925;7168.024583392711;6727.943921055617;4264.218317955207;9757.473441162429;1103.0925719699158;9375.083293617481;1765.762582761281;27.841229298648518;2376.101745379051;7075.416660316412;3991.853150806833;802.6247890968464;1952.89732467142;935.6904258772491;7329.745742141396;5455.807461206939;5351.675763828088;2338.3542168554227;397.1686988788814;7019.902103236142;238.94370002766175;5550.4940807497505;1222.5812154027726;2949.409987972482;5423.460232005849;5953.844882814514
2006;1;23;Koszty w z³;7272.188926010429;587.8475316375097;1355.804202735421;3935.8336135693207;1760.1124426324532;4298.009901477525;4651.6433379204445;4789.873831607205;3531.304380274369;8.201534923155673;7205.0934213719;383.17475363819796;452.2878707514555;8742.343997143867;166.47650883580002;437.62832696095376;2934.230596201712;8218.143336396697;1179.883674562251;4221.257525625324;5324.447544289919;3074.1860369940255;6470.024235502714;3877.163181898928;4422.316264026149;1661.52905144626;7303.398081811551;5322.973933802488;3391.3976687001746;3718.934694996526;1366.088470662119
2008;10;8;Sprzeda¿ w z³;3905.9200727744314;8821.950826952932;6617.357889203178;9527.078404478914;5493.295710140268;1658.3155666003113;1820.4627720141652;7522.405413871162;6237.800324607739;4933.21499065657;3466.87557509451;6404.081442214761;6767.676596608501;3664.015511136759;5166.157035860824;1078.9767186006438;2382.360526436136;8299.123504799134;7668.959943527853;6353.8895163708285;4795.328557150787;8777.76795379895;2558.7531051501855;4750.882384918008;4380.302050316801;41.09120103710562;3687.6560586979112;2381.1382142560587;8371.555590849779;5228.989117664401;1128.4172931816784
2010;8;22;Sprzeda¿ w z³;4489.531695876665;2580.6733784595326;8247.844218895276;8437.705463326267;1685.1761588547654;9894.758116127048;8739.523134878458;4574.03303671899;5134.727236648816;7644.01667571662;4682.347277120721;2611.776038553165;3154.474505358301;4624.820261006668;3582.9373087067506;6031.768682209347;9718.176467600788;3410.031870024843;2513.44517269663;8014.413968281285;1802.8730762486045;3814.634916683668;5887.63145570536;1560.132822217678;2261.4420060406583;5131.285098978472;5079.755248279666;707.7701994520147;8747.10427730031;6813.822946702233;1861.6819721700217
2007;10;13;Produkcja w szt.;8656.695247718746;9040.131597309242;7261.477524688461;3077.0430530039016;2643.2773622989534;7832.267991360136;2042.1865332753064;9913.148265257063;4656.831103770785;226.73817434006537;9660.04327233551;2908.929571381664;4949.449490245853;2499.841832177339;9391.855981890218;6773.428589273024;5732.729366789051;1734.3497582445023;6460.671720413505;6361.335502743467;6259.141355853739;2049.1979688330052;3542.6098771943084;6758.2967603726065;9541.939287789792;7528.827681060822;6835.358588416616;197.24919282406384;3759.5625953537406;9334.169289571957;6204.018017925096
2006;7;6;Zamówienia pó³produktów w kg;4653.437906437726;6591.620162285355;8526.684640441974;5673.880028355629;8982.489929091138;7134.901867849201;4253.027803420806;365.17006721058067;6399.50381889929;4275.799629817817;5101.086485842185;8763.716186988055;8673.572529307148;1857.6034447072843;261.26733165640957;6918.851086711838;1550.2003998724613;2637.8747836644457;2079.2884075916427;4999.314405336119;6553.796033151632;3805.7991817925163;6674.0603827357645;5821.436334119483;5469.846044270319;3851.4752420953855;7470.997416544508;2998.452925729491;5148.6783353142355;6468.601947027179;2735.0476213107113
2008;8;30;Zamówienia pó³produktów w kg;8472.413286352312;108.533159278823;7922.699865801257;1511.5240687351595;8317.718184853666;7834.965732778442;6267.281140048187;2158.930911304422;953.3422207084063;2483.1575110082626;1642.014321370845;1705.9752242519467;8694.701993990408;4929.720912869625;9354.205435986514;9250.200516729898;8200.310700426877;9916.580342206316;4497.148860182897;245.60880228068572;9505.936704105075;1457.8125432834531;5557.290821823748;8972.16928557927;1644.1220005785328;8229.752061186551;3417.3325265467356;1177.3431400422885;6681.63937985804;2771.5674540667324;5268.513168351834
2009;6;28;Zamówienia pó³produktów w kg;3740.2493657086034;7728.905134329175;4949.758566595949;7329.404976455857;4486.659411847147;9666.146457766266;9294.191979724086;1802.9825697705214;6556.801312358902;259.5878971944276;245.7476857354335;433.17376244473184;3960.9791745638113;6498.309991846593;6352.648797224996;1995.1712547778523;4640.313030004014;1678.2087685581482;5602.259242753013;7195.270829075284;8141.334317294905;5076.954005017888;1063.0996766938472;1519.1307356098794;8099.400581476285;7126.014226902709;6203.997723106407;7640.966541068458;4621.5625973964525;6627.901589243397;728.0782183929613
2006;0;29;Zamówienia pó³produktów w kg;6619.179008257219;3526.5729170990976;797.7509887936618;3245.7194901021935;3505.375713873132;2043.9026771369329;5146.638299724603;6877.156588560719;9567.635494595099;7405.460152154872;6166.919987874685;4134.967372965114;9388.954387738835;5644.450631113394;9830.934418913219;5123.227530655544;7644.219814129982;6726.662760715705;1956.8470267895743;7805.75438807203;1920.0143614738895;3703.7978104768144;1206.5866994060193;1881.3693443093305;9662.42812047564;3007.822653277571;2911.7712921832804;9251.385235214411;3407.2367599496943;7250.176893718581;8336.083208685268
2010;10;15;Koszty w z³;5214.561974564647;6727.205498391665;1288.8128189389536;5488.983695685876;6711.556963101192;3241.090204014526;6818.5936132432835;4897.4478027381765;7223.254305916944;3368.7527052129685;8459.278658480567;3353.2294880410286;3713.54088583135;3018.5737341050753;7511.80940517404;3951.4808074838;3459.7078335223464;6661.598309885988;5459.755889874332;8269.429072470291;5092.914634849999;2042.4166733218717;5344.868026239188;4086.1839545851917;8754.94894436375;9820.934613237729;3957.074760077223;3604.8707714617267;4961.434060105796;5891.916534558532;293.3367835420286
2010;6;19;Zamówienia pó³produktów w kg;1188.8397644202253;6160.100271201969;8426.188177654909;5520.239551885524;3558.8296332543555;5530.931798954214;9007.11325049245;4869.982254067961;4508.415634756464;7748.4064684534405;1253.5694755478398;749.7522390673328;1159.7926901373446;5639.351545365351;695.7422150231962;5769.133024206088;6562.38002746847;5407.917437777482;2472.310529370232;8688.757669434062;5043.331742282193;5120.206656580601;7243.575470020621;2274.964583171385;9241.520407625236;9646.013805615445;5301.27103255655;5327.17083760628;7430.035726129572;4493.281592231236;9770.14682901172
2010;11;24;Koszty w z³;4696.399043544277;1922.129659275872;9219.867315863843;2804.0940297937886;5746.270613897585;211.90265554618892;238.7844651655191;1736.181588750324;6216.78969443931;3215.546384667195;8340.345399455731;789.5322889348555;3995.4039566287147;870.5530233817404;2529.2037438530215;8770.384274007485;7230.251272255526;7600.187456721054;9733.530263953608;1338.8276542411081;1362.5473797523136;501.31996800382495;7255.303009816817;7913.0736356729185;877.3057994851164;1887.8143634967703;2773.559001841889;7205.552233518303;4881.58207316551;2185.8685438547363;2303.7385659366237
2005;4;21;Produkcja w szt.;7210.163588232525;6546.8373668842;4858.972262047626;9415.20004724822;1877.6762517456168;4831.7134181008;4293.205490788256;5568.363287917621;6606.377161266036;4337.780340722876;164.8709416098415;563.8922703748128;211.88688513982922;7536.041796261615;2062.464166799952;9465.953395304405;552.8652110765953;952.6481211465754;3866.63015650497;4959.54561657456;4518.951204385216;7403.71576843632;8915.243529681758;6664.048050300589;8007.764506171947;9078.65717004047;6454.69913983884;8199.11727318389;5919.34853649493;7108.315491663625;94.2727451546821
2007;9;31;Sprzeda¿ w z³;5032.977735087544;7299.274552239464;3329.323543671303;1504.6725022110818;3130.081434319071;2683.0331333564363;7497.744542132896;6340.558579059796;5994.190702766084;8874.558426051975;817.133274395897;3308.3858163408086;9839.766418961068;470.43072191881197;4000.1775940377292;5746.340159868218;8273.341508880205;1841.8946068758114;6986.553520293192;255.98004684990406;2471.9349190138105;4482.340280080731;6856.252568944239;7595.063689538035;7444.1619037164955;4742.063707104449;7837.722197439507;6245.404872515039;7240.557677684565;1215.7442110050288;5813.466350750252
2010;5;5;Sprzeda¿ w z³;7212.908005416713;8699.843855039795;3476.4983360826704;6138.14654696116;4561.88952136302;9340.024301479743;2016.5974849071044;4976.824869133929;6260.663957012203;8329.395226730292;3434.672941386293;4326.676690105287;6047.302974636056;6534.65483385941;1011.1231267862775;3001.01600368507;2814.7700729579806;2745.6838526744486;7663.02984747017;8899.527688176879;9675.62511559375;487.97855974689776;5453.909718985317;1869.421852214831;3316.61631349184;7387.622151034643;7617.016697228366;5181.902488015236;3161.2903038416807;2898.4258794821794;5759.737453138672
2006;5;25;Koszty w z³;4074.2418214410036;816.2790737069691;8990.444241275278;8804.64078655985;8126.481147620413;1819.0068368341806;497.62294318409727;4677.425008866721;7778.932754651377;6759.3318320848075;9655.8141626791;9713.361046615977;7219.666040504572;6310.360556254609;6789.970893198966;1678.4847758740784;5396.720070738224;275.48126315932285;4328.627421492338;4125.883530863274;7090.366728053946;2040.6124514318835;3919.597814835555;6612.643090876074;2951.598297414414;8020.279716360744;2101.9006101061223;7250.864604170953;9837.713405014083;8870.289741891853;3955.5969230079013
2009;1;18;Produkcja w szt.;2505.3658658361446;6189.834991695823;5984.032395366583;3000.7213298619263;3520.683603896112;321.3790320057497;8308.033138546849;610.7525920644441;5308.531776515344;351.52265001299423;5447.300965206613;2323.7151041104944;5851.991603154408;7621.829954123131;8762.986141680296;3822.800990809291;9597.658323639507;3406.6885226449604;728.6470744440776;9713.035640900373;5002.112741599014;4635.271830947852;3332.8009857573616;696.5861519343464;6104.777715894937;9927.802750484881;4097.491134871112;7426.662202097397;2545.1875249295895;9995.497330241662;1303.7478271866364
2010;1;7;Sprzeda¿ w z³;7971.422453284721;6686.3887294086735;9903.331341704827;8356.03904618326;7888.087591098994;701.0759951804436;2432.50220766393;8437.831122897729;4612.826399952399;8970.63157091233;2102.247142904511;4320.836486585099;8550.146542444967;8943.463172696967;4325.156220844288;491.686038825937;9274.146970588003;6492.8472424012925;599.5969190759498;9934.448395336278;1774.8885702506388;4372.15694263489;8563.919808718718;467.67322952015576;1557.0867133026388;2102.135142287855;8455.629761220069;306.60494446951515;4812.129712673204;6277.336527461861;6654.53304121567
2009;8;17;Sprzeda¿ w z³;4423.320723750813;4402.909720892091;5243.5203997682365;8879.181807637853;3464.7912161486215;4692.851374385983;8098.1317818096495;9175.73839216273;8218.993769757803;9619.68245617801;8405.44455307237;9865.55072114418;6547.229721492652;2530.004470113075;975.1542404768032;2067.9089380661308;4261.696767827726;3857.468313040234;2273.513385686309;1762.8176254818961;5335.188488247322;9348.720909416457;6943.174953620776;4549.291363297479;7132.586488464604;1363.5869216592034;7161.752256094472;5583.141337553672;8985.981559331654;948.764022249986;3419.7236162644185
2007;7;4;Sprzeda¿ w z³;794.9935025493282;238.94855746098952;5742.464747097498;8091.750544353979;3543.3477713517113;603.678371261076;727.6629857050553;7854.098030041001;8613.386377553703;7231.871227341567;5329.083627586808;6310.008586741025;5417.625165537017;5246.4786252338545;84.03972559360207;6743.957080134089;451.7391035783247;9260.939460081585;9145.492215935239;1948.9744777089147;417.63844901696933;3252.4139520518556;4323.3654360756755;1210.9407280653584;7234.983295067557;3120.3445436662046;5523.7322487718175;7608.970066527766;5446.808884634181;9557.601534455825;4229.23597105475
2010;3;20;Sprzeda¿ w z³;6252.957310579115;8455.872429245946;7461.619690789134;7862.892168661323;2878.6241777246278;2098.881908827016;5566.625901500209;808.451376162348;1392.9617016921313;6116.179579564526;2908.747743009974;8846.431384316202;9049.294126215298;8227.739127880606;8383.424426341448;4127.111100465587;6809.050286963347;8233.787571289875;2710.4504600364066;5376.8601334111245;1051.7632929748488;9537.52452937325;5855.021306069534;9356.489097141422;9454.733724259608;2823.421017589932;9070.863829483382;182.73146316397538;2115.661104293214;2244.1882041171366;2545.9864003210255
2006;2;26;Zamówienia pó³produktów w kg;8614.91160201466;864.8319226161649;5041.1481036678415;4522.64334152456;4544.021152114388;73.31636825069099;7771.936557427328;2401.370759475834;5601.7246272406055;3808.45640213518;9841.022231268737;6076.9213449567;5198.619525585887;94.39972905274541;7306.916899998562;7793.14401960784;475.0280408636598;4697.293537869971;1530.2400199629062;1376.1922563347018;9219.893886119422;1863.2610658282133;2751.9383881070294;65.05486403867722;5113.283410683901;7457.508182111883;2689.8417407330076;8205.77611393568;9696.114583212646;166.49015492224973;5187.061365196314
2007;6;6;Sprzeda¿ w z³;4011.4100211654513;3659.582743847042;1935.4966720920897;3721.2112062441706;7388.56326996563;8215.071195359307;6580.554137221415;4342.191371753667;9442.982796437953;2527.810833064071;809.7125661457827;4903.81221138165;4520.482218064324;5085.872278579772;7630.465998099143;7730.980846101891;3992.188327008818;7597.135707170058;822.9075943563669;2074.0360004124327;170.65276213327428;804.0565715808967;5666.0923167910305;9240.515119587202;6847.334823780939;6250.322622904862;1453.7689008134337;6396.86259238426;5217.629715797465;5853.95542490356;8183.820689763529
2006;10;2;Koszty w z³;5603.739512511592;7728.794637642594;5539.345863669442;3350.178809387329;1327.2397769654187;7099.995639628439;8653.047511680243;1322.3946569238399;5425.751052054158;3140.2115525642016;5294.147159777104;7437.781695729202;7058.481508665327;1425.5136748552188;7912.098895637644;2134.0923700023427;7582.508939575167;1787.5968742662096;8219.014215102692;3703.5285330471766;1929.7507052419517;4814.127831288325;2495.661420961657;5654.074347058989;8429.835145096513;6677.580805860865;2311.291931306263;1922.1693632685665;2462.4829971865115;9602.432872905963;1475.4707117169885
2009;0;3;Sprzeda¿ w z³;1606.285212863452;4976.2553031517145;4125.140298435141;4104.810193876972;2255.70080648924;3575.3305949044125;8923.115164620667;6597.25694086889;5570.440008004584;9629.211138054958;7329.179944198772;5602.039559926388;4125.074962113405;9258.092967946519;3747.3194984279457;4725.833650129837;9249.92427853816;2942.027361420354;2356.4897357861983;7853.247369498725;915.582661474269;2163.625213418312;9295.775226879176;6967.4529693324;9091.03744163592;3165.2984256919112;5083.664742394545;3893.978325795693;319.5766022827329;6118.457509394397;9907.247093298074
2008;8;15;Sprzeda¿ w z³;1720.6356980728642;9358.431277856918;4949.402607935808;4846.279238993404;6602.675917239639;2289.2107657081397;7589.394918785947;2988.3013681115212;4606.093718511081;7825.277898000403;3193.7881714161067;641.0030540608868;3023.1925520962845;3552.3050694831036;9802.055536454725;8656.881639148884;7341.207348280146;6136.353224634953;1624.3524139593223;783.5668589028943;1444.8880929739917;3086.7379728054343;3951.442024169507;490.9674478711423;8839.06826390086;2774.3650486370375;8897.98955390608;8724.941731547831;3055.58323848075;745.3975279418079;8195.35024298319
2009;8;4;Zamówienia pó³produktów w kg;7878.867970266167;4760.6578758712;1833.604564336927;9318.918689599697;1118.6612652561878;3235.9069262390917;9154.67607657733;1901.7277792446673;5408.826333071396;4215.47181334083;8193.963030743178;6789.249105376538;2153.1510857049775;1947.349366361848;4436.757211122984;3552.8619542799142;751.965006686377;38.52529749201583;5367.9229255361615;1387.535150559186;7451.853028097917;5314.87515099377;1481.821304234292;9933.001517715644;8151.180772851027;3921.2559683246486;7399.9321530824045;7111.276925042903;9762.566809034617;1687.2382338900893;924.8480599281594
2006;11;21;Produkcja w szt.;7004.991569804285;3859.4363567644687;9195.854764227115;4460.84933015342;6948.751457030152;7012.252404530675;4186.654565842169;7144.3078777194705;7595.99591699308;2708.083392919862;8757.84877174409;9058.582902275593;1531.507101309082;7914.337098552799;3083.636943073168;2606.0400867866283;152.6267650436808;1064.5355181745874;4123.881118984492;913.9460320912407;4746.118215416251;8773.50402166201;3475.990890410582;9982.09578176649;1789.5888184744956;999.300600512043;5791.850355501249;6668.691760322186;7192.127943260795;9222.503873544134;8455.893995511275
2007;11;21;Zamówienia pó³produktów w kg;5875.371256542834;5466.61288879988;9697.283503304456;1358.632586478975;2583.1805193495206;7606.629839621424;1991.9500866123153;6397.266173076428;5976.760686074617;1409.9869446801072;9717.094911012651;9725.905674624873;7205.98456466468;2043.0815163222226;6662.562809506124;5543.464628319024;4831.418375447294;9777.183493940853;9678.57469242436;4243.322951865119;6429.293384322466;1611.1286892867604;2526.624901094977;9431.094210067735;314.32261064163083;6952.362290809443;5237.171489149207;543.2539953551474;3561.0877788485773;8988.720008429149;9280.819184640757
2009;7;23;Zamówienia pó³produktów w kg;3411.222853098804;5695.403817728676;8569.784204043868;1557.1556257473528;9417.585851584608;5957.758189720775;7881.9984477415765;7255.311228058816;1511.6912178228692;5616.705483917816;2759.9228874569826;1327.2839403146975;9915.123649761894;1572.5808048568367;2056.838252719916;8236.926256791874;4894.192911791445;6073.432039592689;2275.9216958486804;9011.781575598194;5883.490433278128;2862.835927579156;8376.163929844923;887.1129574802927;9699.341119092927;7908.717562483031;2951.785012124503;2324.544998853455;2096.392597649005;9584.085015749173;4762.017112182415
2008;4;11;Produkcja w szt.;9630.055080294025;9830.365547338142;4245.697874870324;3964.1089735817527;6330.543091932727;7995.661945826416;8235.527110722236;3075.752340994412;3675.4516486253174;963.4456014764925;9692.850240612695;53.32543733058137;3138.0470683887916;9245.638566309626;8334.409226329068;7542.257329103872;8737.202871126812;8784.099572402089;262.5127481571421;4297.884702417637;7686.328960774662;9721.884641410828;7751.333484374299;5042.969961152028;5059.60624606283;1293.3309943523818;5694.09666695889;1598.6174818669497;2052.247611258343;4794.936750828633;3374.7932180520056
2005;4;13;Koszty w z³;9230.48130759537;412.9999818890229;5183.488906528922;4405.280919662078;9290.340677018981;7256.899243485864;9744.67094875357;3916.9819300995177;8001.0623954169;6365.870780885971;6627.161955998931;4252.179089390234;5395.825816072476;6140.837641652736;4108.083880311735;4337.358569111839;9468.326000442823;9814.67064001298;3756.11585229079;1095.2821888450403;7876.729695120971;3371.0605347039045;6103.388409390174;1919.7583736538693;5082.974290252191;8651.923629272434;3754.828537719451;7950.669450940019;2176.250714935296;9812.822973702718;6962.1104673985665
2008;4;15;Produkcja w szt.;7463.080367286127;7008.825481851144;4556.229309818072;5434.562294486771;2201.977161887566;2095.068375777618;9432.072650708902;9271.895517322664;4323.53761497053;2025.7680997764426;6728.893533684584;3609.415865614436;5802.887434563342;8230.235790429351;7005.249765175459;7134.756745654947;8900.089060754299;7411.45615105169;6546.709447261691;6624.176471335912;632.7869719227974;5522.195692618366;3069.02801407573;283.08379667658755;4655.975337721896;1720.3298402535138;6041.123404009484;2849.9963750539837;2681.7611974875676;6411.362706071312;9371.074541457107
2008;1;22;Zamówienia pó³produktów w kg;2819.3103120971155;4033.8657766663678;8570.271167396722;6305.057729780342;6301.973937840724;4462.776500792286;5011.414375250511;7753.736959835503;1536.748055078847;2012.4308050851657;2621.0394489621635;4452.754656141384;9346.928265612105;396.64054461343466;4622.5517129377495;31.315023894916692;2896.100746706617;7918.1937201121855;3919.5601835704306;2012.7156000124323;9103.104409587007;217.88533354097805;6138.193601162021;1463.445465239558;363.7801700953458;612.2115705558895;6456.581575499083;5436.1778142731855;1999.7353325964839;2924.817438877845;2287.2372824318454
2008;10;3;Produkcja w szt.;926.5176836176204;8223.277710028777;6655.491793952307;9587.051304992581;4878.720359370315;207.1262370237814;3126.9683418987784;9628.596402662368;144.50949291589743;918.331301200146;1711.4354385270492;2254.5963893329467;6334.070903856779;4207.713339882193;2251.6615250439077;7075.142747112792;9159.290615252781;4154.328130996081;8756.705914721035;8252.243471076466;796.098584882845;90.63438080814224;5845.830739863528;6900.540704830951;2169.8523721036413;6520.132589419064;3633.5471656910654;9108.80168271425;4606.685733393213;3341.6020630548715;9695.014514720464
2006;8;6;Koszty w z³;9597.281717910833;9715.494238292951;2255.0143907289357;7661.899955848964;7230.516062716885;5890.8576999009;1173.690439825028;4621.5924103227335;8814.57993103332;9187.820151995105;6773.081727235673;1743.7587695262891;4980.029770278501;3190.2556761409073;8146.3167614537015;4068.9921428369926;5597.510892642862;5439.30798750533;8223.590274853057;2477.3794692466067;8942.988753375977;9652.947233937843;769.3936470133278;8182.38788998111;9777.177717145854;4272.824904622008;9621.727994590237;2110.54706916045;8075.30418789957;4164.8981927503155;2734.6420613859714
